Subject,CatalogNumber,CourseTitle,CourseType,Dates,Credit,MeetingTime,Room,Instructor,TotalSeats,SeatsTaken,AvailableSeats
PHED,332,Introduction to Sports Medicine,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 10:00 AM - 11:00 AM,Nord Hall 400,Thomas Monagan,12,8,4
PHED,334,Orthopedic Assessment of the Upper Extremity,Laboratory,02/01/2021 - 05/07/2021,3 units,TuTh 10:00 AM - 11:15 AM,Wickenden Building 321,Tianna Cobb,8,14,-6
PHED,334,Orthopedic Assessment of the Upper Extremity,Laboratory,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Tianna Cobb,14,14,0
PHED,334,Orthopedic Assessment of the Upper Extremity,Lecture,02/01/2021 - 05/07/2021,3 units,TBA ,Web/Distance Learning,Tianna Cobb,8,14,-6
PHED,350,Therapeutic Rehabilitation and Modalities,Laboratory,02/01/2021 - 05/07/2021,3 units,MW 10:40 AM - 11:55 AM,Sears 333,James Garfield,10,12,-2
PHED,350,Therapeutic Rehabilitation and Modalities,Laboratory,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,James Garfield,10,8,2
PHED,350,Therapeutic Rehabilitation and Modalities,Lecture,02/01/2021 - 05/07/2021,3 units,TBA ,Web/Distance Learning,James Garfield,10,12,-2
PHIL,101,Introduction to Philosophy,Lecture,02/01/2021 - 05/07/2021,3 units,MWF 10:35 AM - 11:25 AM,Web/Distance Learning,Nathalie Nya,45,38,7
PHIL,101,Introduction to Philosophy,Lecture,02/01/2021 - 05/07/2021,3 units,MWF 3:20 PM - 4:10 PM,Web/Distance Learning,Nathalie Nya,35,27,8
PHIL,101,Introduction to Philosophy,Lecture,01/08/2021 - 01/29/2021,3 units,MTuWThF 1:00 PM - 3:20 PM,Web/Distance Learning,Christopher Haufe,20,18,2
PHIL,204,Philosophy of Science,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 10:00 AM - 11:15 AM,Web/Distance Learning,Christopher Haufe,20,14,6
PHIL,207,Good Relationships,Seminar,02/01/2021 - 05/07/2021,3 units,Th 5:30 PM - 8:00 PM,Web/Distance Learning,Jeremy Bendik-Keymer,20,9,11
PHIL,222,The Science of Happiness,Lecture,01/08/2021 - 01/29/2021,3 units,MTuWThF 10:00 AM - 12:00 PM,Web/Distance Learning,Anthony Jack,72,70,2
PHIL,225,Evolution,Lecture,01/08/2021 - 01/29/2021,3 units,TuWTh 5:00 PM - 8:55 PM,Web/Distance Learning,Patricia Princehouse,999,228,771
PHIL,270,Introduction to Gender Studies,Lecture,01/08/2021 - 01/29/2021,3 units,MTuWThF 1:00 PM - 3:20 PM,Web/Distance Learning,Justine Clites,60,60,0
PHIL,271,Bioethics: Dilemmas,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 1:00 PM - 2:15 PM,Web/Distance Learning,Julia Knopes,51,46,5
PHIL,302,Modern Philosophy,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 2:30 PM - 4:00 PM,Web/Distance Learning,Chin-Tai Kim,25,15,10
PHIL,318,People and Planet,Lecture,01/08/2021 - 01/29/2021,3 units,MTuWThF 9:00 AM - 11:20 AM,Web/Distance Learning,Jeremy Bendik-Keymer,20,15,5
PHIL,326,Introduction to Confucian Political Philosophy,Lecture,02/01/2021 - 05/07/2021,3 units,MWF 3:20 PM - 4:10 PM,Web/Distance Learning,Colin McLarty,20,9,11
PHIL,330,Topics in Ethics,Lecture,02/01/2021 - 05/07/2021,3 units,MW 12:45 PM - 2:00 PM,Web/Distance Learning,Shannon French,25,22,3
PHIL,336,"Military Ethics, the Military Profession, and International Law",Seminar,02/01/2021 - 05/07/2021,3 units,TuTh 11:30 AM - 12:45 PM,Web/Distance Learning,Shannon French,10,4,6
PHIL,360,Science and Society,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 1:00 PM - 2:15 PM,Web/Distance Learning,Insoo Hyun,30,29,1
PHIL,367,Topics in Evolutionary Biology,Lecture,02/01/2021 - 05/07/2021,3 units,F 5:00 PM - 7:30 PM,Web/Distance Learning,Patricia Princehouse,999,36,963
PHIL,371,Advanced Bioethics,Seminar,02/01/2021 - 05/07/2021,3 units,TuTh 10:00 AM - 11:15 AM,Web/Distance Learning,Mark Aulisio,999,10,989
PHIL,384,Ethics and Public Policy,Lecture,02/01/2021 - 05/07/2021,3 units,Tu 4:00 PM - 6:30 PM,Web/Distance Learning,Bharat Ranganathan,25,9,16
PHIL,392,Empathic Leadership,Lecture,02/01/2021 - 05/07/2021,2 - 4 units,TuTh 4:00 PM - 5:15 PM,Web/Distance Learning,Anthony Jack,20,10,10
PHIL,396,Undergraduate Research in Evolutionary Biology,Research,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Cynthia Beall,999,0,999
PHIL,396,Undergraduate Research in Evolutionary Biology,Research,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Darin Croft,999,0,999
PHIL,396,Undergraduate Research in Evolutionary Biology,Research,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Patricia Princehouse,999,0,999
PHIL,397,Directed Study,Independent Study,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Staff,1,0,1
PHIL,397,Directed Study,Independent Study,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Chin-Tai Kim,1,0,1
PHIL,397,Directed Study,Independent Study,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Colin McLarty,1,0,1
PHIL,397,Directed Study,Independent Study,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Shannon French,1,0,1
PHIL,397,Directed Study,Independent Study,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Jeremy Bendik-Keymer,1,0,1
PHIL,397,Directed Study,Independent Study,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Anthony Jack,1,1,0
PHIL,397,Directed Study,Independent Study,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Staff,1,0,1
PHIL,398,Philosophy Capstone,Independent Study,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Staff,1,0,1
PHIL,398,Philosophy Capstone,Independent Study,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Colin McLarty,1,0,1
PHIL,398,Philosophy Capstone,Independent Study,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Shannon French,1,1,0
PHIL,398,Philosophy Capstone,Independent Study,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Anthony Jack,1,4,-3
PHIL,398,Philosophy Capstone,Independent Study,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Christopher Haufe,1,1,0
PHIL,398,Philosophy Capstone,Independent Study,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Jeremy Bendik-Keymer,1,0,1
PHIL,398,Philosophy Capstone,Independent Study,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Chin-Tai Kim,1,1,0
PHIL,398,Philosophy Capstone,Independent Study,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Laura Hengehold,1,1,0
PHIL,398,Philosophy Capstone,Independent Study,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Staff,1,0,1
PHIL,399,Philosophy Honors Thesis,Independent Study,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Colin McLarty,999,0,999
PHIL,399,Philosophy Honors Thesis,Independent Study,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Shannon French,999,0,999
PHIL,399,Philosophy Honors Thesis,Independent Study,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Jeremy Bendik-Keymer,999,1,998
PHIL,399,Philosophy Honors Thesis,Independent Study,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Chin-Tai Kim,999,0,999
PHIL,399,Philosophy Honors Thesis,Independent Study,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Laura Hengehold,999,1,998
PHIL,399,Philosophy Honors Thesis,Independent Study,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Christopher Haufe,999,0,999
PHIL,399,Philosophy Honors Thesis,Independent Study,02/01/2021 - 05/07/2021,3 units,TBA ,To Be Announced,Staff,999,0,999
PHIL,430,Topics in Ethics,Lecture,02/01/2021 - 05/07/2021,3 units,MW 12:45 PM - 2:00 PM,Web/Distance Learning,Shannon French,25,22,3
PHIL,436,"Military Ethics, the Military Profession, and International Law",Seminar,02/01/2021 - 05/07/2021,3 units,TuTh 11:30 AM - 12:45 PM,Web/Distance Learning,Shannon French,10,4,6
PHIL,467,Topics in Evolutionary Biology,Lecture,02/01/2021 - 05/07/2021,3 units,F 5:00 PM - 7:30 PM,Web/Distance Learning,Patricia Princehouse,999,36,963
PHIL,484,Ethics and Public Policy,Lecture,02/01/2021 - 05/07/2021,3 units,Tu 4:00 PM - 6:30 PM,Web/Distance Learning,Bharat Ranganathan,25,9,16
PHIL,499,Independent Study MA Level,Independent Study,02/01/2021 - 05/07/2021,1 - 3 units,TBA ,To Be Announced,Staff,30,0,30
PHIL,499,Independent Study MA Level,Independent Study,02/01/2021 - 05/07/2021,1 - 3 units,TBA ,To Be Announced,Chin-Tai Kim,30,0,30
PHIL,499,Independent Study MA Level,Independent Study,02/01/2021 - 05/07/2021,1 - 3 units,TBA ,To Be Announced,Christopher Haufe,30,0,30
PHIL,499,Independent Study MA Level,Independent Study,02/01/2021 - 05/07/2021,1 - 3 units,TBA ,To Be Announced,Shannon French,30,1,29
PHIL,501,Military Ethics MA Capstone,Independent Study,02/01/2021 - 05/07/2021,3 - 6 units,TBA ,To Be Announced,Shannon French,1,1,0
PHIL,699,Advanced Tutorial and Dissertation for Candidates in fields related to Philosophy,Independent Study,02/01/2021 - 05/07/2021,1 - 3 units,TBA ,To Be Announced,Shannon French,2,0,2
PHOL,401A,Physiology and Biophysics of Molecules and Cells,Lecture,02/01/2021 - 03/26/2021,2 units,MW 2:30 PM - 3:50 PM,Web/Distance Learning,"Sudha Chakrapani,Witold Surewicz",16,7,9
PHOL,401B,Physiology and Biophysics of Molecules and Cells,Lecture,03/29/2021 - 05/07/2021,2 units,MW 2:30 PM - 3:50 PM,Web/Distance Learning,"Sudha Chakrapani,Witold Surewicz",16,6,10
PHOL,402B,Physiological Basis for Disease,Lecture,02/01/2021 - 05/07/2021,3 units,MW 2:30 PM - 4:00 PM,Web/Distance Learning,"Andrea Mario Pompeo Romani,William Schilling",175,26,149
PHOL,410,Basic Oxygen &amp; Physiological Function,Lecture,02/01/2021 - 05/07/2021,3 units,TBA ,Web/Distance Learning,"Joseph LaManna,Kui Xu,Michelle Puchowicz",999,41,958
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Walter Boron,999,0,999
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Matthias Buck,999,0,999
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Sudha Chakrapani,999,0,999
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Xinghong Dai,999,0,999
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Michael Decker,999,0,999
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,George Dubyak,999,0,999
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Jeffrey Garvin,999,0,999
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Stephen Jones,999,0,999
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,"Joseph LaManna,Kui Xu",999,0,999
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Carole Liedtke,999,0,999
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Fraser Moss,999,0,999
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Tingwei Mu,999,0,999
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Thomas Nosek,999,1,998
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Patrick Osei Owusu,999,0,999
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Xin Qi,999,0,999
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Rajesh Ramachandran,999,0,999
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Andrea Mario Pompeo Romani,999,1,998
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,William Schilling,999,1,998
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Corey Smith,999,0,999
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Julian Stelzer,999,0,999
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Witold Surewicz,999,0,999
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Nami Tajima,999,0,999
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Kui Xu,999,0,999
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Calvin Cotton,999,0,999
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Dominique Durand,999,0,999
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Christopher Ford,999,0,999
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Faramarz Ismail-Beigi,999,0,999
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Mukesh Jain,999,0,999
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,John Kirwan,999,0,999
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Stephen Lewis,999,0,999
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Peter MacFarlane,999,0,999
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Richard Martin,999,0,999
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Sam Mesiano,999,0,999
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Theresa Pizarro,999,0,999
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Jeffrey Schelling,999,0,999
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,John Sedor,999,0,999
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Ben Strowbridge,999,0,999
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Bingcheng Wang,999,0,999
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,M. Wolfe,999,0,999
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Tsan Xiao,999,0,999
PHOL,451,Independent Study,Independent Study,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Xin Yu,999,0,999
PHOL,466,Cell Signaling,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 3:30 PM - 5:00 PM,Web/Distance Learning,George Dubyak,20,18,2
PHOL,467,Topics in Evolutionary Biology,Lecture,02/01/2021 - 05/07/2021,3 units,F 5:00 PM - 7:30 PM,Web/Distance Learning,Patricia Princehouse,999,36,963
PHOL,475,Protein Biophysics,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 4:05 PM - 5:30 PM,Web/Distance Learning,Matthias Buck,12,0,12
PHOL,482,Medical Physiology II,Lecture,02/01/2021 - 05/07/2021,6 units,Th 1:00 PM - 2:00 PM,Robbins Building E504,Andrea Mario Pompeo Romani,6,6,0
PHOL,482,Medical Physiology II,Lecture,02/01/2021 - 05/07/2021,6 units,Th 3:00 PM - 4:00 PM,Robbins Building E504,Andrea Mario Pompeo Romani,6,7,-1
PHOL,482,Medical Physiology II,Lecture,02/01/2021 - 05/07/2021,6 units,Th 5:00 PM - 6:00 PM,Robbins Building E504,Andrea Mario Pompeo Romani,6,4,2
PHOL,482,Medical Physiology II,Lecture,02/01/2021 - 05/07/2021,6 units,F 2:00 PM - 3:00 PM,Robbins Building E504,Andrea Mario Pompeo Romani,6,7,-1
PHOL,482,Medical Physiology II,Lecture,02/01/2021 - 05/07/2021,6 units,F 4:00 PM - 5:00 PM,Robbins Building E504,Andrea Mario Pompeo Romani,6,6,0
PHOL,482,Medical Physiology II,Lecture,02/01/2021 - 05/07/2021,6 units,F 6:00 PM - 7:00 PM,Robbins Building E504,Andrea Mario Pompeo Romani,6,4,2
PHOL,482,Medical Physiology II,Lecture,02/01/2021 - 05/07/2021,6 units,Th 6:00 PM - 7:00 PM,Robbins Building E504,Andrea Mario Pompeo Romani,6,0,6
PHOL,482,Medical Physiology II,Lecture,02/01/2021 - 05/07/2021,6 units,TBA ,Web/Distance Learning,"Andrea Mario Pompeo Romani,Julian Stelzer",999,165,834
PHOL,482,Medical Physiology II,Lecture,02/01/2021 - 05/07/2021,6 units,MTuWTh 10:00 AM - 12:00 PM,Web/Distance Learning,"Andrea Mario Pompeo Romani,Julian Stelzer",999,34,965
PHOL,484,Translational Physiology II,Lecture,02/01/2021 - 05/07/2021,3 units,TBA ,Web/Distance Learning,"Andrea Mario Pompeo Romani,Julian Stelzer",999,140,859
PHOL,484,Translational Physiology II,Lecture,02/01/2021 - 05/07/2021,3 units,F 10:00 AM - 12:00 PM,Web/Distance Learning,"Andrea Mario Pompeo Romani,Julian Stelzer",999,65,934
PHOL,485,Comparative &amp; Evolutionary Physiology,Lecture,02/01/2021 - 05/07/2021,4 units,TBA ,Web/Distance Learning,"Joseph LaManna,Kui Xu",999,11,988
PHOL,492,Clinical Reasoning II,Lecture,02/01/2021 - 05/07/2021,3 units,MW 1:00 PM - 3:00 PM,Web/Distance Learning,Andrea Mario Pompeo Romani,50,50,0
PHOL,492,Clinical Reasoning II,Lecture,02/01/2021 - 05/07/2021,3 units,TBA ,Web/Distance Learning,Andrea Mario Pompeo Romani,50,49,1
PHOL,497B,Neurology Grand Rounds,Seminar,02/01/2021 - 05/07/2021,1 units,TBA ,To Be Announced,"Joseph LaManna,Kui Xu",50,0,50
PHOL,498B,Physiology Seminar B (Spring Semester),Seminar,02/01/2021 - 05/07/2021,1 units,TBA ,Web/Distance Learning,Stephen Jones,999,0,999
PHOL,498B,Physiology Seminar B (Spring Semester),Seminar,02/01/2021 - 05/07/2021,1 units,M 4:00 PM - 5:00 PM,Web/Distance Learning,"George Dubyak,Stephen Jones",198,11,187
PHOL,498D,Physiology MSMP Seminar B (Spring Semester),Seminar,02/01/2021 - 05/07/2021,1 units,TBA ,Web/Distance Learning,Stephen Jones,170,129,41
PHOL,498D,Physiology MSMP Seminar B (Spring Semester),Seminar,02/01/2021 - 05/07/2021,1 units,M 4:00 PM - 6:00 PM,Web/Distance Learning,Stephen Jones,170,81,89
PHOL,505,Laboratory Research Rotation,Laboratory,02/01/2021 - 05/07/2021,1 units,TBA ,To Be Announced,George Dubyak,10,0,10
PHOL,505,Laboratory Research Rotation,Laboratory,02/01/2021 - 05/07/2021,1 units,TBA ,To Be Announced,George Dubyak,10,0,10
PHOL,519,Cardio-Respiratory Physiology,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 3:30 PM - 5:00 PM,Web/Distance Learning,Peter MacFarlane,12,0,12
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Walter Boron,999,1,998
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Matthias Buck,999,0,999
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Sudha Chakrapani,999,3,996
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Xinghong Dai,999,0,999
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Michael Decker,999,2,997
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,George Dubyak,999,1,998
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Jeffrey Garvin,999,0,999
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Stephen Jones,999,0,999
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Joseph LaManna,999,0,999
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Carole Liedtke,999,0,999
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Fraser Moss,999,0,999
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Tingwei Mu,999,1,998
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Thomas Nosek,999,0,999
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Patrick Osei Owusu,999,0,999
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Xin Qi,999,2,997
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Rajesh Ramachandran,999,0,999
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Andrea Mario Pompeo Romani,999,0,999
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,William Schilling,999,0,999
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Corey Smith,999,0,999
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Julian Stelzer,999,0,999
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Witold Surewicz,999,0,999
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Nami Tajima,999,0,999
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Kui Xu,999,0,999
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Calvin Cotton,999,0,999
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Dominique Durand,999,0,999
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Christopher Ford,999,0,999
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Faramarz Ismail-Beigi,999,0,999
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Mukesh Jain,999,0,999
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,John Kirwan,999,0,999
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Stephen Lewis,999,0,999
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Peter MacFarlane,999,0,999
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Richard Martin,999,0,999
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Sam Mesiano,999,0,999
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Theresa Pizarro,999,0,999
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Jeffrey Schelling,999,0,999
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,John Sedor,999,0,999
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Ben Strowbridge,999,0,999
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Bingcheng Wang,999,0,999
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,M. Wolfe,999,0,999
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Tsan Xiao,999,0,999
PHOL,601,Research,Research,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Xin Yu,999,0,999
PHOL,610,Oxygen and Physiological Function,Lecture,02/01/2021 - 05/07/2021,1 units,Th 1:00 PM - 2:00 PM,Web/Distance Learning,"Joseph LaManna,Kui Xu,Michelle Puchowicz",20,2,18
PHOL,614,Sleep Physiology - Neurobiology of Sleep/Wake,Lecture,02/01/2021 - 05/07/2021,3 units,TuTh 2:00 PM - 3:30 PM,Web/Distance Learning,Michael Decker,200,40,160
PHOL,651,Thesis M.S.,Thesis,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Walter Boron,999,0,999
PHOL,651,Thesis M.S.,Thesis,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Matthias Buck,999,0,999
PHOL,651,Thesis M.S.,Thesis,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Sudha Chakrapani,999,0,999
PHOL,651,Thesis M.S.,Thesis,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Xinghong Dai,999,0,999
PHOL,651,Thesis M.S.,Thesis,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Michael Decker,999,0,999
PHOL,651,Thesis M.S.,Thesis,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,George Dubyak,999,0,999
PHOL,651,Thesis M.S.,Thesis,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Jeffrey Garvin,999,0,999
PHOL,651,Thesis M.S.,Thesis,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Stephen Jones,999,0,999
PHOL,651,Thesis M.S.,Thesis,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Joseph LaManna,999,0,999
PHOL,651,Thesis M.S.,Thesis,02/01/2021 - 05/07/2021,1 - 18 units,TBA ,To Be Announced,Carole Liedtke,999,0,999
